Survey Item Category,Survey Item,Response
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More staff members!!!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,healthier options for food choices
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Lots of games were broken-wish the area schools used it/had aftercare there!!!! Maplewood would go!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Price food
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Movie theater back! And better/healthier snack options.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Use information from surveys, instead of having st mind . Use surveys to plan."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Make it for black children again
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"We have held many family birthday parties, and for a few years skated there regularly with our kids and groups of kids from school. Sadly, we were priced out of east Austin and moved to far south Austin, and now we only get to visit rarely. I'm sure we will plan another birthday party for one of our kids before they get big."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Giving significant discounts or free time/event space to organizations serving low income families and youth - especially Eastside youth.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More staffing when busy.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Provide this facility with the same resources of those in West Austin...that way, we can turn those goods into excellent."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I think the remodeling of MYEC would be huge as well as rebranding. I'd also like to imagine that having some younger management could be extremely helpful as well.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The MYEC is not promoted enough so not many are aware of it's existence. The facility does look old on the inside so not a place many want to pay to attend events at.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Remodel theater, bowling area and dining area to allow for larger events"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I believe more out reach via gathering emails and sending more email announcements and updates on events / activities/ promotions via email should be looked into.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I cannot think of anything at this time. I am mostly there for special events. I noticed that movies are shown sometimes but I do not see the movies being shown at the theater posted on the website as of December 19, 2019."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Improve games and toy prizes
General,What areas of the MYEC need to be (can be) enhanced or  improved?,upgrade all the equipment in the facility.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Arcade needs updates. Food selection updates and healthier.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I think the MYEC has the potential to be a programming and entertainment hub for kids, but also I think it can be a great community resource for adult education and training programs. I would like to see it used as a place that folks can bring their children while providing adults with resources for upward mobility."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"On one visit to the food court we notice it wasn't clean, trash was on the floor and sticky soda was on the counter and floor."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"keeping arcade games running and up to date, ensuring new technology in entertainment is available, employ more community youth"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,To be successful the MYEC needs to stop being attacked by the COA and special interest groups.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"affordability, more exposure by media,  radio, internet, church"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The lighting in the parking lot
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Needs updating, more modern technology and learning opportunities.  Perhaps some ideas from the central library should be incorporated into the experience"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Sorry, I do not know because I have never been there."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Keep the bathrooms clean
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Ask if community members would like to volenteer giving bowling classes. Turoring. Skating classes. Cooking classes in the food court.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The arcade could be a little better. Some of the games are old and broken.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I have used this facility to bring clients with the YES Medicaid waiver program. It has been a meaningful experience to be able to provide these kinds of entertainment and new opportunities to kids that normally don't get to do these outings. I work with adolescents that are at risk for psychiatric hospitalization and I have used these kinds of activities to get them motivated to have positive leisure unrelated to drugs/alcohol/peer drama.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The Movie Theater ( There has not been a movie shown there in 2 to 3 years), Video game area (repair the ones that are broken) get new ones."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,It seems underutilized in a rapidly changing community. I rarely see cars  in the parking lot and I pass by daily . I’d love to see a dynamic community center with healthy food options
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Not sure I
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Theater equipment needs to be updated
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The website could use an update, as well as a social media presence. Would be nice to see events/workshops/programs more readily available."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Hours of operations and more activity
General,What areas of the MYEC need to be (can be) enhanced or  improved?,It seems old and needs a fresh approach.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,It would be great if you would hold classes there as well
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Marketing. Would love to know (in advance) when events are happening
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The bowling lanes and arcade games. Most times a lot of the machines are out of order.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More advertising about available activities and community meetings. Some of the neighborhood groups could meet there.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,There is rarely enough staff to help in the roller rink during the week days
General,What areas of the MYEC need to be (can be) enhanced or  improved?,upgrade of the facility and activities
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"better quality food, health-wise."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The City of Austin should allocate funding to the center on an annual basis to allow necessary upgrades and costs based on market conditions.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Marketing, staffing, management, improving the facility, customer service.  I refuse to go back due to the multiple awful experiences I've had over the year."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The event space opportunity is not affordable for groups to hold Youth retreats or team building opportunities.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Healthier food options
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I believe the City needs to use it more and promote its use in the community more.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"as a future parent whose child might use the MYEC, I'd like to see more (safe, well-lit) pedestrian/bike path connectivity at the Center. Currently it seems very car-oriented, but it could easily be more connected to the nearby trail. Would also be nice to see some of the parking lot or nearby green space converted into garden/skateboarding/outdoor recreation space for the teens."
